[2026-02-26T08:12:39.976Z] IP:::ffff:192.168.5.106 | GET / | Status:200 | Time:5ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15
[2026-02-26T08:33:12.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:13.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:14.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:15.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:16.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:17.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:18.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:19.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:20.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:21.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:22.787Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:23.787Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:24.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:25.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:26.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
